Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,NY,2016,"12        ",Female,17,Right-Handed,160,23,161,2,"Rail (Train/Tram/Subway)",60,.687,33,Bowling,70,70,60,80,90,100,23,"Same length",8.8,9.5,"Ring finger",October,Fall,No,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",6,9,4,"Yes - broadband connection","In person",0,0,4,0,3,3,0,0,5,0,30,7,0,3,Some,"Graduate degree","Rock and roll",Invisibility,Happy,Relative,Health
USA,NY,2017,"6         ",Male,12,Left-Handed,160,25,165,2,Bus,20,0.402,51,"Martial Arts",1000,500,1000,700,1000,1000,24,"Right foot",70,65,"Index finger",March,Winter,No,Yes,"Rice/Noodle dishes",Water,"Mathematics and statistics",10,8,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",3,2,21,1,5,24,7,14,12,0,0,4,0,0,"A lot","Graduate degree",Techno/Electronic,Telepathy,Happy,Actor,Environment
USA,NY,2017,"12        ",Female,17,Right-Handed,156,23,157,2,"Rail (Train/Tram/Subway)",50,0.482,46,Cycling,650,600,500,650,800,850,22,"Right foot",93,94,"Ring finger",November,Spring,No,No,Meat,"Soft drink (caffeinated)",Science,6,12,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",200,200,12,2,5,1,0,0,20,6,50,5,0,5,Some,"Graduate degree",Pop,Telepathy,Happy,Relative,"International aid"
USA,NY,2023,"12        ",Male,18,Right-Handed,172,28,178,2,Walk,15,0.308,40,Basketball,690,358,471,292,481,1000,28,"Same length",7,8,"Index finger",December,Summer,No,No,Meat,"Soft drink (non-caffeinated)","Physical education",6,9,4,"Yes - broadband connection","Text messaging",12,6,10,2,0,0,5,10,15,2,20,1,0,5,Some,"Graduate degree","Rap/Hip hop",Invisibility,Rich,"Business person",Religious
USA,NY,2018,"10        ",Female,14,Right-Handed,161,25,167,1,Bus,25,,0.421,"Martial Arts",1000,500,1000,1000,50,100,25.5,"Left foot",83,98,"Ring finger",December,Winter,No,No,Other,Water,Science,8,10,5,"Yes - other","Text messaging",7,8,0,0,2,2,0,0,0,1,3,8,0,1,"Very little","Graduate degree","Rap/Hip hop",Telepathy,Happy,Friend,Environment
USA,NY,2016,"12        ",Female,18,Right-Handed,157,23,150,2,"Rail (Train/Tram/Subway)",25,0.337,41,Other,900,1000,950,950,500,1000,23,"Same length",89,90,"Ring finger",March,Fall,No,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",6,6,6,"Yes - broadband connection","Internet chat or instant messaging",0,0,15,12,5,10,4,0,25,20,30,50,20,1,Some,"Undergraduate degree",Other,Telepathy,Happy,Actor,"International aid"
USA,NY,2017,"7         ",Male,13,Right-Handed,156,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2015,"6         ",Female,11,Right-Handed,137,19,136,1,Car,3,.772,50,Soccer,1000,936,1000,807,0,246,20,"Left foot",60,60,"Same length",July,Winter,No,No,Other,Water,"Physical education",8,6,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",50,100,30,5,.5,20,20,0,5,5,5,0,14,.5,"A lot","Graduate degree",Country,Fly,Famous,"Sports person",Health
USA,NY,2024,"12        ",Female,17,Right-Handed,175,25,172,1,Car,10,0.366,37,Soccer,100,100,100,100,500,1000,25,"Left foot",83,80,"Index finger",March,Fall,No,No,Pizza/Pasta,"Energy drink","Mathematics and statistics",5,9,3,"Yes - broadband connection","Internet chat or instant messaging",150,200,5,7,3,1,4,0,5,10,"50 ",3,20,1,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Rich,Friend,Health
USA,NY,2018,"12        ",Male,18,Right-Handed,180,28,188,3,"Rail (Train/Tram/Subway)",90,.297,33,Other,50,5,5,70,100,100,28,"Same length",100,105,"Ring finger",January,Summer,No,No,"No favorite",Water,Science,5.5,10,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",4,4,20,1,5,3,0,30,10,0,10,0,10,2,"Very little",Other,"Rap/Hip hop",Telepathy,Rich,Politician,"International aid"
USA,NY,2019,"12        ",Female,18,Right-Handed,168,24,165,1,Car,30,.548,36,Dancing,775,610,690,567,845,947,23,"Right foot",7.4,7,"Index finger",September,Fall,No,No,Pizza/Pasta,Water,English,7,9,2,"Yes - other","Text messaging",74,80,10,1,19,7,5,0,,,,,,,,,,,,,
USA,NY,2014,"10        ",Female,15,Left-Handed,163,23.8,121,1,Bicycle,12,".405 ",40,Dancing,700,500,100,100,500,900,23.8,"Same length",12,10,"Index finger",April,Summer,No,No,Pizza/Pasta,Water,English,9,14,4,"Yes - other","Text messaging",30,45,30,5,7,10,20,20,20,50,50,12,0,0,"A lot","Some college","Rap/Hip hop",Telepathy,Rich,"Business person",Health
USA,NY,2019,"9         ",Female,15,Right-Handed,181,12,65,2,"Rail (Train/Tram/Subway)",30-40,0,50,Baseball/Softball,770,706,711,642,86,203,12,"Same length",7,9,"Ring finger",January,Fall,No,No,Pizza/Pasta,Other,"Social studies",7,9,4,"Yes - dial-up connection","Text messaging",2,6,0,2,3,5,2,0,2,1,0,2,0,5,Some,"Graduate degree","Rhythm and blues (R&B)","Freeze time",Happy,Relative,Environment
USA,NY,2017,"6         ",Female,12,Left-Handed,153,25,155,1,Bus,13,0.483,44,Running/Jogging,1000,1000,900,500,60,100,26,"Left foot",65,68,"Ring finger",April,Spring,Yes,Yes,"No favorite",Water,Other,8.5,9.5,4,"Yes - other","Text messaging",6,40,10,"0.2 ",9,40,40,0,0,30,10,0,0,1,"A lot","Graduate degree",Other,Telepathy,Happy,Other,Health
USA,NY,2013,"8         ",Female,11,Ambidextrous,152,20,152,3,Bus,30,0.400,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2016,"12        ",Female,19,Right-Handed,162,21.5,25,2,Car,15,0.875,73,Soccer,700,500,1000,800,700,800,21.7,"Left foot",80,80,"Same length",August,Summer,No,No,Poultry,Juice,Science,7,8,9,"Yes - other","Internet chat or instant messaging",150,160,8,15,10,13,7,2,6,30,15,25,34,6,"A lot","Graduate degree",Pop,"Freeze time",Healthy,"Musician or singer",Religious
USA,NY,2021,"11        ",Male,17,Right-Handed,173,24.77,172.7,1,"Rail (Train/Tram/Subway)",50,.297,25,"Hockey (Field)",1000,583,412,840,556,925,24.77,"Same length",76.2,82.55,"Ring finger",July,Summer,Yes,No,Fruit,Water,History,6,6,4,"Yes - broadband connection","Text messaging",100,200,20,9,40,14,4,4,10,10,40,5,0,0,"A lot","Graduate degree",Pop,Fly,Happy,Actor,Environment
USA,NY,2024,"12        ",Female,18,Right-Handed,158,20,154,2,"Rail (Train/Tram/Subway)",45,0.743,45,Other,700,800,800,650,800,800,20,"Same length",64,73,"Index finger",March,Fall,Yes,No,Meat,Water,English,8,10,4,"Yes - broadband connection","Text messaging",400,424,20,6,10,5,3,0,6,20,10,7,9,5,Some,"Undergraduate degree","Rhythm and blues (R&B)",Invisibility,Rich,Friend,Environment
USA,NY,2024,"12        ",Female,17,Right-Handed,166,23,168,1,"Rail (Train/Tram/Subway)",45,0.643,51,Dancing,700,500,900,900,100,800,24,"Left foot",100,120,"Ring finger",October,Spring,No,No,Pizza/Pasta,Water,Other,5,8,3,"Yes - broadband connection","In person",3,50,3,0,10,5,0,0,10,2,15,5,0,1,Some,"Undergraduate degree",Pop,"Freeze time",Rich,Actor,"International aid"
USA,NY,2023,"12        ",Female,17,Right-Handed,167,24,163,1,"Rail (Train/Tram/Subway)",40,0.297,33,None,850,700,550,600,850,800,23,"Right foot",75,77,"Ring finger",April,Spring,No,No,Breads/Sandwiches,Tea,Art,7,10,2,"Yes - other","Internet chat or instant messaging",80,200,25,5,20,15,0,10,10,20,60,2,0,4,"A lot","Undergraduate degree","Rock and roll",Fly,Happy,Relative,"Education/Youth development"
USA,NY,2014,"12        ",Male,17,Right-Handed,185,29,190,2,Car,25,.372,42,Tennis,706,497,807,973,476,594,29,"Same length",85,97.5,"Ring finger",May,Summer,Yes,No,"No favorite",Water,History,7,10,2,"Yes - broadband connection","In person",6,7,4,1,8,3,12,0,1,1,3,2,0,3,"Very little","Graduate degree","Rap/Hip hop",Telepathy,Rich,"Business person","International aid"
USA,NY,2023,"9         ",Female,16,Right-Handed,52.5,23.5,106,2,Bus,25,.3,57,Running/Jogging,700,700,100,100,700,1000,23.5,"Same length",40,45,"Same length",August,Summer,Yes,No,Meat,Water,History,"8 ",10,4,"Yes - other","In person",5,8,15,4,10,18,,,,,,,,,,,,,,,
USA,NY,2024,"12        ",Female,16,Right-Handed,163,23,156,2,"Rail (Train/Tram/Subway)",30,0.599,49,Walking/Hiking,900,900,300,900,400,500,23,"Same length",80,80,"Same length",November,Fall,Yes,No,Desserts,Tea,History,6-7,9-10,6,"Yes - other","Text messaging",20,40,2-3,1,10,2,2,0,2,2,20,3,6,3,Some,"Graduate degree",Pop,"Freeze time",Rich,"Doctor or nurse",Environment
USA,NY,2019,"12        ",Female,17,Ambidextrous,167.6,228.6,163.2,1,Bus,9,0.378,40,Running/Jogging,1000,1000,750,1000,500,500,228.6,"Same length",69,71,"Ring finger",June,Winter,Yes,No,Pizza/Pasta,Water,History,8,10,5,"Yes - other","Text messaging",190,200,4,3,5,4,1,1,2,5,1,1,9,2,"A lot","Graduate degree",Pop,Telepathy,Happy,Relative,"Wildlife, animals"
USA,NY,2016,"12        ",Female,17,Right-Handed,160,23,155,2,"Rail (Train/Tram/Subway)",15,2.389,43,Athletics,1000,900,1000,1000,500,500,23,"Same length",75,60,"Index finger",August,Summer,Yes,No,Meat,Water,"Mathematics and statistics",7,12,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",47,52,15,3,10,10,5,0,10,10,10,0,0,5,Some,"Graduate degree",Other,Invisibility,Happy,Teacher,"International aid"
USA,NY,2017,"6         ",Female,12,Right-Handed,158,24,167,1,"Rail (Train/Tram/Subway)",25,0.36,48,"Hockey (Ice)",1000,900,600,800,100,100,24,"Same length",64,70,"Ring finger",February,Winter,No,No,Other,Water,"Mathematics and statistics",9,10,4,"Yes - broadband connection","In person",10,10,1,0,5,2,12,2,0,1,0,4,0,0,"Very little","Graduate degree",Other,Invisibility,Happy,"Sports person",Environment
USA,NY,2017,"12        ",Male,17,Right-Handed,0,0,0,2,Walk,15,0.427,40,Other,251,727,904,1000,1000,1000,0,"Same length",0,0,"Ring finger",July,Spring,No,No,"Rice/Noodle dishes",Water,Science,8,11,4,"Yes - broadband connection","Text messaging",50,50,2,0,10,10,21,0,0,1,10,0,0,2,"Very little","Graduate degree",Pop,"Super strength",Healthy,Friend,Health
USA,NY,2017,"12        ",Female,18,Right-Handed,173,25,171,2,"Rail (Train/Tram/Subway)",50,0.38,63,"Table Tennis",711,652,241,230,642,540,25,"Same length",75,80,"Ring finger",May,Spring,No,No,Seafood,Coffee,English,6,8,4,"Yes - dial-up connection","Internet chat or instant messaging",50,50,15,3,10,5,3,1,50,40,50,21,9,2,Some,"Graduate degree",Techno/Electronic,"Freeze time",Happy,Relative,Health
USA,NY,2018,"12        ",Male,17,Left-Handed,159,25,167,2,"Rail (Train/Tram/Subway)",50,0.371,44,Swimming,1000,900,800,750,300,500,25,"Same length",98,97,"Index finger",May,Spring,Yes,No,Meat,Water,"Computers and technology",5,8,5,"Yes - broadband connection","Internet chat or instant messaging",300,250,16,5,20,15,4,16,14,15,30,3,2,6,"A lot","Graduate degree","Heavy metal","Super strength",Healthy,Friend,"International aid"
USA,NY,2022,"11        ",Male,16,Right-Handed,182,28,186,1,Walk,12,.383,45,Basketball,65,40,40,50,30,30,29,"Left foot",89,85,"Index finger",June,Summer,No,No,Meat,Water,"Physical education",6.5,8.75,4,"Yes - other","Text messaging",25,25,5,1,6,4,2,4,0,4,20,5,3,1,"Very little","Graduate degree","Rap/Hip hop","Freeze time",Healthy,"Business person","Wildlife, animals"
USA,NY,2022,"12        ",Female,17,Right-Handed,157,23,157,2,Walk,15,.374,50,Walking/Hiking,1000,900,1000,1000,500,800,22,"Right foot",70,65,,July,Spring,Yes,Yes,Fruit,Water,English,6,12,3,"Yes - broadband connection","In person",100,70,40,7,14,10,5,0,14,7,80,16,5,2,"A lot","Undergraduate degree",Other,Fly,Happy,Friend,Environment
USA,NY,2018,"12        ",Male,17,Right-Handed,175,24,238,1,Bus,45,.287,37,Other,200,200,360,400,700,650,24,"Same length",76,76,"Same length",November,Winter,Yes,No,"No favorite",Water,History,7,11,4,"Yes - broadband connection","In person",0,0,0,0,3,4,0,14,0,0,14,0,0,1,"Very little","Some college","Heavy metal",Telepathy,Happy,"Musician or singer",Health
USA,NY,2017,"6         ",Male,13,Right-Handed,174,29,174,1,Walk,10,,,Basketball,,,,,,1000,27,"Right foot",85,90,"Ring finger",September,Summer,Yes,No,Seafood,Water,"Physical education",7,5,4,"Yes - other","In person",0,5,30,1,1,5,10,10,2,1,1,10,1,10,Some,"Graduate degree","Rap/Hip hop",Invisibility,Rich,Relative,"Wildlife, animals"
USA,NY,2013,"12        ",Male,17,Right-Handed,174,24,177,2,"Rail (Train/Tram/Subway)",35,.294,34,Lacrosse,500,500,700,700,1000,1000,24,"Same length",90,100,"Ring finger",March,Spring,Yes,No,Meat,Juice,"Computers and technology",6,10,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",300,320,6,0,14,8,3,0,5,20,30,3,0,1,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,"Business person",Health
USA,NY,2019,"12        ",Female,17,Right-Handed,167,26,172.3,1,"Rail (Train/Tram/Subway)",32,1.009,44,Dancing,984,952,964,1000,524,1000,27,"Left foot",140,90,"Index finger",June,Fall,Yes,No,"No favorite",Water,History,7,12,4,"Yes - other","Internet chat or instant messaging",7,29,35,1,20,10,10,0,15,5,35,5,0,10,Some,"Graduate degree",Pop,Telepathy,Rich,Relative,Environment
USA,NY,2017,"12        ",Male,17,Right-Handed,178,26,73,1,"Rail (Train/Tram/Subway)",60,.465,76,None,342,385,743,626,417,984,27,"Left foot",100,110,,November,Spring,No,No,Pizza/Pasta,Water,"Mathematics and statistics",7,8,7,"Yes - broadband connection","Cell phone",0,1,0,2,7,8,0,2,0,0,10,5,0,2,Some,"Graduate degree","Rhythm and blues (R&B)",Fly,Happy,Relative,"International aid"
USA,NY,2018,"5         ",Male,11,Right-Handed,148,24,152,2,Walk,30,0.575,70,"Football (American)",497,262,1000,513,86,64724,24,"Same length",85,96,"Ring finger",March,Summer,Yes,No,Pizza/Pasta,Juice,"Computers and technology",9,9,10,"Yes - other","Text messaging",5,10,0,0,1,1,0,2,0,1,2,5,1,1,Some,"Some college","Rap/Hip hop","Super strength",Rich,"Sports person","Wildlife, animals"
USA,NY,2024,"12        ",Female,17,Right-Handed,157,24,154,2,Car,7,.414,26,Tennis,813,797,813,679,508,797,23,"Right foot",70,75,"Ring finger",July,Winter,No,No,Pizza/Pasta,Water,Science,6,7,2,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",20,20,5,2,10,10,1,1,10,1,3,10,15,4,"A lot","Graduate degree","Rap/Hip hop",Fly,Happy,Relative,Environment
USA,NY,2019,"12        ",Female,16,Left-Handed,162.5,,,2,Car,15,0.959,49,Cycling,1000,500,700,500,700,1000,,,,,,June,Fall,No,No,Other,Tea,History,5,10,3,"Yes - other","Text messaging",40,400,,,,,,,,,,,,,,,,,,,
USA,NY,2023,"12        ",Female,17,Right-Handed,155,14,155,3,"Rail (Train/Tram/Subway)",50,.634,36,Swimming,800,750,800,900,600,900,14,"Same length",52,48,"Index finger",December,Winter,Yes,Yes,Desserts,Water,"Mathematics and statistics",4,10,4,"Yes - broadband connection","Text messaging",150,400,5,3,0,21,2,35,21,21,77,10,20,0,"A lot","Undergraduate degree",Other,"Freeze time",Happy,Friend,Environment
USA,NY,2023,"12        ",Male,16,Left-Handed,167,22,177,2,Car,30,0.332,37,Other,20,50,40,51,90,90,22,"Same length",85,90,"Ring finger",January,Winter,No,No,Meat,Water,"Mathematics and statistics",7.5,9,4,"Yes - broadband connection","Text messaging",30,500,12,2,10,4,25,2,10,10,30,4,15,0,Some,"Some college","Rap/Hip hop","Freeze time",Rich,"Sports person",Health
USA,NY,2019,"12        ",Male,59,Right-Handed,182,28,186,1,"Rail (Train/Tram/Subway)",43,.394,57,Cycling,952,802,963,973,845,850,28,"Right foot",8,8,"Same length",November,Fall,Yes,No,Breads/Sandwiches,Coffee,"Mathematics and statistics",5.5,6.5,2,"Yes - broadband connection",E-mail,12,14,1,.5,12,16,2,3,1,.5,26,8,38,12,"A lot","Graduate degree","Rock and roll",Telepathy,Healthy,Politician,Religious
USA,NY,2017,"12        ",Female,17,Right-Handed,163,25,163,1,Car,13,.378,39,Dancing,390,267,187,930,807,647,25,"Same length",70,76,"Ring finger",June,Summer,No,No,Breads/Sandwiches,Water,Other,6.5,8,4,"Yes - broadband connection","Text messaging",500,500,12,4,1,4,1,0,3,3,2,5,20,.5,"Very little","Graduate degree",Country,Fly,Healthy,Relative,Health
USA,NY,2014,"10        ",Male,15,Right-Handed,175,27,191,2,Bus,15,0.354,53,Basketball,400,200,100,800,500,500,27,"Right foot",8,8,"Ring finger",September,Summer,No,No,"No favorite",Water,"Physical education",7,10,5,"Yes - broadband connection","Cell phone",100,100,30,5,7,10,30,10,40,168,20,3,0,5,"Very little","Some college","Rap/Hip hop","Super strength",Rich,"Musician or singer","Arts, culture, sports"
USA,NY,2019,"12        ",Female,17,Right-Handed,150,21,136,1,Car,12,.703,43,"Hockey (Field)",1000,1000,1000,1000,1000,1000,20,"Right foot",65,55,"Index finger",April,Spring,No,No,Meat,Water,"Social studies",6,12,3,"Yes - broadband connection","Text messaging",30,30,1,1,40,20,10,2,15,10,10,10,5,2,"A lot","Graduate degree","Rock and roll",Fly,Healthy,"Business person","Wildlife, animals"
USA,NY,2024,"11        ",Male,17,Left-Handed,183,27,185,2,"Rail (Train/Tram/Subway)",40,0.653,39,Dancing,1000,1000,1000,1000,1000,1000,27,"Same length",115,108,"Index finger",September,Summer,No,No,"No favorite","Energy drink",Science,7,12,2,"Yes - broadband connection","Text messaging",10,15,3,3,2,3,11,1,20,4,20,0,1,5,Some,"Graduate degree",Techno/Electronic,"Freeze time",Happy,Other,Health
USA,NY,2018,"12        ",Female,18,Right-Handed,162.5,23,161.5,2,"Rail (Train/Tram/Subway)",75,0.393,41,Athletics,1000,1000,1000,1000,1000,1000,23,"Same length",92,105,"Ring finger",May,Spring,No,No,Desserts,Water,"Mathematics and statistics",6,10,3,"Yes - broadband connection","Cell phone",300,300,10,14,15,10,10,2,10,10,20,8,0,8,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Rich,Friend,Environment
USA,NY,2019,"6         ",Female,12,Right-Handed,147,9,145,1,Bus,20,0.654,46,Running/Jogging,900,500,300,800,200,700,9,"Same length",65,75,"Ring finger",April,Summer,No,Yes,Fruit,Water,English,7.5,5,8,"Yes - broadband connection","Internet chat or instant messaging",50,60,15,20,3,10,5,7,5,2,10,2,0,3,"Very little","Undergraduate degree","Punk rock","Freeze time",Happy,Relative,Environment
USA,NY,2018,"12        ",Female,17,Right-Handed,150,21,147,2,Car,40,0.331,34,"Table Tennis",800,800,500,400,1000,1000,21,"Same length",66,78,"Ring finger",April,Spring,No,No,Desserts,Water,"Computers and technology",4,10,4,"Yes - broadband connection","Internet chat or instant messaging",200,300,3,1,49,2,3,2,1,5,63,0,0,0,"A lot","Graduate degree",Pop,Telepathy,Rich,Relative,Health
USA,NY,2021,"12        ",Male,17,Right-Handed,190,28.6,194,2,"Rail (Train/Tram/Subway)",30,.15,25,Skateboarding/Rollerblading,973,973,941,711,417,893,28.5,"Right foot",3.23,3.02,"Index finger",November,Summer,No,No,Meat,Water,"Computers and technology",7,5,4,"Yes - broadband connection","Internet chat or instant messaging",300,250,2,10,15,2,6,40,10,3,80,0,10,4,"A lot","Graduate degree","Rhythm and blues (R&B)",Fly,Happy,Other,Environment
USA,NY,2013,"8         ",Female,13,Right-Handed,171.4,24.13,162.5,1,Bus,15,0.663,39,Running/Jogging,471,578,353,369,599,711,162.5,"Same length",7.62,9.144,"Ring finger",November,Winter,No,No,Desserts,Water,English,8,10,4,"Yes - other","Text messaging",16,24,16,0,6,6,2,0,16,8,16,14,0,5,"A lot","Graduate degree",Country,"Freeze time",Happy,"Musician or singer","Wildlife, animals"
USA,NY,2016,"12        ",Female,17,Right-Handed,66,24.8,165,2,"Rail (Train/Tram/Subway)",60,.5,15,Cycling,5,6,3,4,2,1,25,"Left foot",75,80,"Ring finger",June,Spring,Yes,Yes,Pizza/Pasta,Water,Art,6,10,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",13,15,4,1,7,3,1,0,3,4,6,2,8,3,"A lot","Graduate degree",Pop,Telepathy,Happy,Friend,"Education/Youth development"
USA,NY,2013,"8         ",Female,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2022,"12        ",Male,17,Right-Handed,175.2,25.4,181,1,Walk,4,.377,38,Golf,,,,,,,25.3,"Right foot",100,90,"Ring finger",August,Summer,Yes,Yes,Desserts,Water,Science,9,2,4,"Yes - broadband connection","Text messaging",70,70,20,7,10,20,3,0,6,5,9,9,0,2,"A lot","Graduate degree",Gospel,Fly,Happy,"Doctor or nurse",Health
USA,NY,2019,"10        ",Female,16,Right-Handed,165,Idk,Idk,2,"Rail (Train/Tram/Subway)",60,0.8,65,Walking/Hiking,,,,,,,,,,,,May,Summer,No,No,Pizza/Pasta,Milk,History,"7 ",7,7,"Yes - broadband connection","In person",25,30,,,,,,,,,,,,,"A lot","Graduate degree",Other,Telepathy,Happy,"Community leader or elder","International aid"
USA,NY,2023,"12        ",Female,17,Right-Handed,160,23,161,1,Car,8,,,Dancing,900,800,800,900,700,900,22,"Right foot",95,78,"Index finger",June,Fall,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)",Other,6,9,7,"Yes - broadband connection","Internet chat or instant messaging",8,5,48,10,3,2,7,0,15,10,10,5,20,4,Some,"Graduate degree",Pop,Telepathy,Healthy,Relative,Health
USA,NY,2023,"11        ",Female,17,Right-Handed,175.3,25.9,174,1,Car,10,0.268,37,Other,650,750,700,600,900,800,25.9,"Same length",70,70,"Same length",July,Summer,No,No,Desserts,Water,"Mathematics and statistics",6,8,7,"Yes - broadband connection","In person",10,15,2,0.5,15,10,12,0,0,1,35,7,0,2,"A lot","Graduate degree",Pop,Telepathy,Happy,Relative,"Education/Youth development"
USA,NY,2019,"12        ",Female,20,Right-Handed,160,23,,2,Car,35,0.683,45,Soccer,1000,1000,1000,1000,700,700,23,"Same length",73,76,"Ring finger",October,Fall,No,No,Breads/Sandwiches,Juice,"Mathematics and statistics",6,8,6,"Yes - broadband connection","Cell phone",7,4,2,1,8,4,2,0,6,1,15,3,8,7,Some,"Undergraduate degree",Other,Invisibility,Happy,Teacher,"Education/Youth development"
USA,NY,2019,"12        ",Male,17,Right-Handed,,,,1,"Rail (Train/Tram/Subway)",17,0.38,54,Soccer,1000,500,900,867,300,500,,"Left foot",,,"Ring finger",August,Winter,No,No,Pizza/Pasta,Water,"Mathematics and statistics",6,10,3,"Yes - other","Text messaging",300+,350+,12,12,20,5,15,0,10,30+,40+,0,0,4,Some,"Graduate degree","Punk rock",Fly,Happy,"Musician or singer",Health
USA,NY,2022,"12        ",Male,18,Right-Handed,165,26,165,2,"Rail (Train/Tram/Subway)",30,0.388,45,Other,700,500,700,600,900,1000,26,"Same length",10,10,"Same length",April,Fall,No,No,"Rice/Noodle dishes",Water,"Social studies",7,10,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",80,200,14,1,2,1,4,25,15,3,30,1,0,1,Some,"Undergraduate degree",Pop,Telepathy,Rich,"Community leader or elder","Education/Youth development"
USA,NY,2019,"6         ",Male,11,Right-Handed,,27,,2,Bus,3,0.331,45,Soccer,733,727,775,455,840,749,28,"Left foot",70,80,"Ring finger",September,Summer,Yes,No,Meat,Milk,Science,5,13,4,"Yes - broadband connection","In person",32,50,6,1,1,3,4,3,4,1,4,1,0,1,Some,"Graduate degree","Rap/Hip hop",Fly,Rich,"Sports person","Wildlife, animals"
USA,NY,2021,"12        ",Female,17,Right-Handed,158,23,153,1,Bus,25,0.409,44,Cycling,813,492,701,610,513,658,22,"Right foot",6,6.2,"Ring finger",June,Fall,Yes,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",,8,7,"Yes - broadband connection","Text messaging",20,20,0,3,10,"7 ",0,5,5,8,40,2,0,5,Some,"Graduate degree",Pop,"Freeze time",Happy,Relative,"Education/Youth development"
USA,NY,2019,"10        ",Male,15,Right-Handed,198.1,29,208.3,1,"Rail (Train/Tram/Subway)",35,.381,62,Basketball,500,600,300,300,100,800,29,"Same length",8.6,8.7,"Ring finger",July,Summer,No,No,Meat,Water,"Physical education",7.5,10,3,"Yes - broadband connection","In person",3,10,,,,,,,,,,,,,,,,,,,
USA,NY,2015,"12        ",Male,18,Right-Handed,183,29,200,2,"Rail (Train/Tram/Subway)",40,.643,48,Other,100,100,400,600,850,900,29,"Same length",93,101,"Ring finger",June,Fall,Yes,No,Breads/Sandwiches,Juice,Art,6,10,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",20,20,15,1,4,6,5,10,18,9,18,5,0,3,"A lot","Graduate degree",Pop,"Freeze time",Rich,Other,Health
USA,NY,2022,"12        ",Male,17,Right-Handed,175.2,25.4,177.8,1,Walk,10,0.348,50,Basketball,802,305,578,503,1000,1000,25.4,"Same length",120,80,"Index finger",December,Fall,No,No,Meat,Water,"Physical education",6,9,3,"Yes - broadband connection","Internet chat or instant messaging",30,40,10,10,8,3,9,6,10,6,5,3,0,4,"A lot","Undergraduate degree","Rap/Hip hop",Invisibility,Healthy,"Sports person","Arts, culture, sports"
USA,NY,2023,"12        ",Female,17,Left-Handed,160,24,,2,Bus,20,0.792,,Swimming,700,800,900,1000,990,1000,24,"Same length",,,,December,Spring,Yes,No,Other,Water,History,6,7,6,"Yes - broadband connection","Text messaging",200,300,8,2,1,2,0,0,1,3,4,1,0,0,Some,"Graduate degree",Other,"Freeze time",Happy,Relative,Religious
USA,NY,2019,"10        ",Female,16,Right-Handed,154,23,145,2,"Rail (Train/Tram/Subway)",40,0.74,61,Dancing,500,700,500,800,600,900,24,"Same length",6.4,6.6,"Ring finger",August,Fall,Yes,No,Seafood,Tea,Music,6,9,4,"Yes - other","Text messaging",2,3,0,0,15,30,1.5,0,21,1,21,4,0,0,"A lot","Undergraduate degree","Rock and roll",Fly,Happy,Relative,"Arts, culture, sports"
